|__SUBDIVISION,|__YEAR,|__ANNUAL,|__JF,|__MAM,|__JJAS,|__OND
Uttarakhand,2002,1574.7,177,258.5,1112.1,27.1
Uttarakhand,2003,1734.3,166.7,220.9,1316.6,30.2
Uttarakhand,2004,1219.6,70.2,117.6,954.7,77.1
Uttarakhand,2005,1348.2,147.3,119.1,1061.3,20.5
Uttarakhand,2006,1178.9,58.3,244.4,823.7,52.6
Uttarakhand,2007,1924.3,140.6,243,1491.2,49.6
Uttarakhand,2008,1363.7,67.3,178.4,1082.3,35.7
Uttarakhand,2009,847.8,29.4,114.8,608.7,94.9
Uttarakhand,2010,1424,73.6,64.5,1253.9,32
Uttarakhand,2011,1564.7,96.1,133.1,1328.5,6.9
Uttarakhand,2012,1223.9,50.8,76.4,1073.1,23.6
Uttarakhand,2013,1735.4,261.3,65,1373,36.2
Uttarakhand,2014,1287.4,145.8,158.8,897.7,85.1
Uttarakhand,2015,1247.6,117,222.6,881.5,26.4
Uttarakhand,2016,1308.6,34.6,155,1102.7,16.2
Uttarakhand,2017,1476,50.1,205.6,1199,21.3
Haryana Delhi & Chandigarh,1901,390.1,64.3,16.2,301.6,8.1
Haryana Delhi & Chandigarh,1902,419.8,0.7,28.9,380.9,9.3
Haryana Delhi & Chandigarh,1903,428.9,15.2,11.3,396.1,6.2
Haryana Delhi & Chandigarh,1904,527.8,8.3,77.8,409.3,32.3
Haryana Delhi & Chandigarh,1905,322.9,65.7,22.7,229.4,5.1
Haryana Delhi & Chandigarh,1906,593.6,67.7,32.9,488,5
Haryana Delhi & Chandigarh,1907,443.9,57.1,67.2,319.5,0.1
Haryana Delhi & Chandigarh,1908,689,37.5,30.1,619.5,2
Haryana Delhi & Chandigarh,1909,769.3,19,80.9,633.7,35.8
Haryana Delhi & Chandigarh,1910,605.2,24.8,5.3,487,88.1
Haryana Delhi & Chandigarh,1911,509.7,67.8,54.1,337.4,50.4
Haryana Delhi & Chandigarh,1912,529.3,55.9,21,441.4,11
Haryana Delhi & Chandigarh,1913,508.4,43.9,94,359.6,10.9
Haryana Delhi & Chandigarh,1914,664.7,9.3,48.4,586,21
Haryana Delhi & Chandigarh,1915,422.4,79.9,55.9,278.4,8.2
Haryana Delhi & Chandigarh,1916,629.1,16.2,14.9,536.4,61.6
Haryana Delhi & Chandigarh,1917,986.7,13.5,63.5,801.2,108.5
Haryana Delhi & Chandigarh,1918,234.7,10.1,22.2,201.4,1.1
Haryana Delhi & Chandigarh,1919,553.7,63.8,25.4,438.3,26.2
Haryana Delhi & Chandigarh,1920,368.8,24.1,35.1,308.1,1.5
Haryana Delhi & Chandigarh,1921,446.5,22.5,2,389.5,32.5
Haryana Delhi & Chandigarh,1922,552.9,18.8,2.7,502.6,28.7
Haryana Delhi & Chandigarh,1923,581.5,69.7,20.6,447.4,43.8
Haryana Delhi & Chandigarh,1924,654.8,67.4,8.8,515.6,63
Haryana Delhi & Chandigarh,1925,557.2,5,14.4,519.6,18.2
Haryana Delhi & Chandigarh,1926,615.9,18.7,82.8,511.3,3
Haryana Delhi & Chandigarh,1927,502.5,34.3,36.1,379.7,52.4
Haryana Delhi & Chandigarh,1928,388.2,49.8,13,280.7,44.6
Haryana Delhi & Chandigarh,1929,306.6,15.4,13.2,248.1,30
Haryana Delhi & Chandigarh,1930,500.5,39.8,9.2,445.9,5.7
Haryana Delhi & Chandigarh,1931,519.2,17.5,22.4,441.9,37.5
Haryana Delhi & Chandigarh,1932,440.1,5.1,37.1,382.1,15.8
Haryana Delhi & Chandigarh,1933,856.9,20.6,60.7,756.8,18.7
Haryana Delhi & Chandigarh,1934,501.4,22.6,50.4,422.8,5.6
Haryana Delhi & Chandigarh,1935,568.3,60.2,37,443.5,27.7
Haryana Delhi & Chandigarh,1936,511.1,19.8,10.8,452.7,27.7
Haryana Delhi & Chandigarh,1937,481.7,76.7,30.8,364.4,9.8
Haryana Delhi & Chandigarh,1938,278.8,45.9,8.9,216.3,7.7
Haryana Delhi & Chandigarh,1939,310.2,40.5,20.9,247.6,1.2
Haryana Delhi & Chandigarh,1940,395.7,63.8,20.3,311.1,0.5
Haryana Delhi & Chandigarh,1941,363.9,64.3,18.4,273.8,7.4
Haryana Delhi & Chandigarh,1942,804.5,73.6,21.2,697.6,12.2
Haryana Delhi & Chandigarh,1943,407.9,21.7,25.6,360.4,0.1
Haryana Delhi & Chandigarh,1944,484.2,54.4,63.1,340.7,26
Haryana Delhi & Chandigarh,1945,654.6,41.5,16.8,591.2,5.1
Haryana Delhi & Chandigarh,1946,437.8,9.8,32.1,367.6,28.3
Haryana Delhi & Chandigarh,1947,464.5,33,10.8,410,10.7
Haryana Delhi & Chandigarh,1948,592.1,65.9,24.7,496.1,5.4
Haryana Delhi & Chandigarh,1949,485.3,31.3,7.8,442.9,3.2
Haryana Delhi & Chandigarh,1950,551.1,28.7,24.7,496.4,1.4
Haryana Delhi & Chandigarh,1951,338.2,8.7,54.2,247.7,27.7
Haryana Delhi & Chandigarh,1952,556.3,26,25.3,501.9,3.2
Haryana Delhi & Chandigarh,1953,561.9,41.1,10,503.3,7.5
Haryana Delhi & Chandigarh,1954,537,117.1,14.5,361.2,44.2
Haryana Delhi & Chandigarh,1955,694.1,34.7,27.7,498.8,132.8
Haryana Delhi & Chandigarh,1956,653.8,19.7,28.9,468.9,136.3
Haryana Delhi & Chandigarh,1957,617.2,53.4,38.7,466.2,58.9
Haryana Delhi & Chandigarh,1958,673,4.8,11.7,623.1,33.4
Haryana Delhi & Chandigarh,1959,484.9,36.4,17.4,395.7,35.4
Haryana Delhi & Chandigarh,1960,722.9,11.3,30,637.5,44.1
Haryana Delhi & Chandigarh,1961,627.9,70.2,16,500.1,41.6
Haryana Delhi & Chandigarh,1962,511,31.5,10.5,459.6,9.4
Haryana Delhi & Chandigarh,1963,521.8,7.2,10.4,488.9,15.4
Haryana Delhi & Chandigarh,1964,710.9,6.2,15.9,682.1,6.7
Haryana Delhi & Chandigarh,1965,381.9,17.7,36.3,316.7,11.3
Haryana Delhi & Chandigarh,1966,707.7,37.3,53.7,609,7.8
Haryana Delhi & Chandigarh,1967,839.9,2.4,57.3,689.7,90.5
Haryana Delhi & Chandigarh,1968,388.3,30,19.6,329.6,9.1
Haryana Delhi & Chandigarh,1969,477.2,8.3,34.3,433.7,1
Haryana Delhi & Chandigarh,1970,538.2,70.8,20.9,445.7,0.8
Haryana Delhi & Chandigarh,1971,636.8,35.9,67.4,520.5,13.1
Haryana Delhi & Chandigarh,1972,440.8,18.9,17.4,360.6,44
Haryana Delhi & Chandigarh,1973,527.2,21,36.7,440.8,28.6
Haryana Delhi & Chandigarh,1974,384.9,1.8,7,346.1,29.9
Haryana Delhi & Chandigarh,1975,622.1,23.2,15.3,563,20.6
Haryana Delhi & Chandigarh,1976,726.7,31.8,41.9,651.8,1.1
Haryana Delhi & Chandigarh,1977,740.1,51.6,47.2,623.1,18.3
Haryana Delhi & Chandigarh,1978,651.1,25,57.4,563.4,5.3
Haryana Delhi & Chandigarh,1979,341.5,68.7,44.1,215.9,12.7
Haryana Delhi & Chandigarh,1980,513.2,8,31.2,434.3,39.7
Haryana Delhi & Chandigarh,1981,493.4,39,53.2,358.4,42.9
Haryana Delhi & Chandigarh,1982,506.6,41.4,161.1,284.9,19.2
Haryana Delhi & Chandigarh,1983,744.5,43.2,124.3,568.2,8.7
Haryana Delhi & Chandigarh,1984,479.2,16.4,3.8,457.8,1.1
Haryana Delhi & Chandigarh,1985,572.4,3.8,12.3,489.4,66.9
Haryana Delhi & Chandigarh,1986,450.9,38.2,52.1,339.3,21.4
Haryana Delhi & Chandigarh,1987,318.6,49.1,81.3,178.7,9.5
Haryana Delhi & Chandigarh,1988,845,14.7,41.5,776.7,12.1
Haryana Delhi & Chandigarh,1989,416.5,40.5,14.6,343.6,17.8
Haryana Delhi & Chandigarh,1990,703.1,79.5,28.9,558.7,36
Haryana Delhi & Chandigarh,1991,393.9,19.7,22.2,330.5,21.4
Haryana Delhi & Chandigarh,1992,429.7,36.7,9.6,372.3,11.1
Haryana Delhi & Chandigarh,1993,523.8,20.7,25.5,477.6,0
Haryana Delhi & Chandigarh,1994,564.4,31.4,16.7,515.9,0.3
Haryana Delhi & Chandigarh,1995,819.1,60.5,15.3,742.7,0.7
Haryana Delhi & Chandigarh,1996,644.6,46.5,17.3,560.7,20.2
Haryana Delhi & Chandigarh,1997,668.6,8.8,87.9,457.5,114.4
Haryana Delhi & Chandigarh,1998,685.3,25,40.6,535.6,84
Haryana Delhi & Chandigarh,1999,344.4,32.4,21.5,285.4,5.1
Haryana Delhi & Chandigarh,2000,384.4,46.2,25.6,311.1,1.6
Haryana Delhi & Chandigarh,2001,485.5,23,74.8,376.3,11.4
Haryana Delhi & Chandigarh,2002,357.2,42.7,62.1,241.8,10.7
Haryana Delhi & Chandigarh,2003,597.6,44.6,13.3,528.5,11.2
Haryana Delhi & Chandigarh,2004,487.3,25.7,58.8,347.5,55.3
Haryana Delhi & Chandigarh,2005,519.5,49.6,40.3,428.8,0.8
Haryana Delhi & Chandigarh,2006,330.9,2.4,55.7,262.6,10.2
Haryana Delhi & Chandigarh,2007,446.6,76.5,54.6,313.7,1.7
Haryana Delhi & Chandigarh,2008,710.4,2.8,86.9,606.6,14.1
Haryana Delhi & Chandigarh,2009,395.4,10,35.2,346.3,4
Haryana Delhi & Chandigarh,2010,640.5,15,7.2,600.8,17.5
Haryana Delhi & Chandigarh,2011,512,27.5,44.4,439.8,0.4
Haryana Delhi & Chandigarh,2012,391.4,8.4,15.8,360.7,6.5
Haryana Delhi & Chandigarh,2013,461.2,73.2,10,363.3,14.7
Haryana Delhi & Chandigarh,2014,305.5,30.3,54.6,200.2,20.3
Haryana Delhi & Chandigarh,2015,435.3,18.9,114.9,295.2,6.2
Haryana Delhi & Chandigarh,2016,398.7,1.2,48.1,343.3,6.2
Haryana Delhi & Chandigarh,2017,421.6,34.5,21.8,359.4,6
Punjab,1901,523.5,105.9,52.5,358.1,7
Punjab,1902,398,0.8,50.4,337.7,9.1
|__SEP,|__OCT,,,,,
Punjab,1903,571,29.9,55.5,469.1,16.4
Punjab,1904,451.5,25.9,102.9,279.7,43.1
Punjab,1905,434.3,93.3,27,303.2,10.7
Punjab,1906,677.5,88.4,56.6,509.8,22.7
Punjab,1907,589.2,122.6,107.2,358.9,0.4
Punjab,1908,740.4,58.7,43.7,633.1,4.9
Punjab,1909,846.1,55.1,50.7,698.2,42.1
Punjab,1910,616.3,32.7,5.2,552.6,25.7
Punjab,1911,505.6,119.4,113.1,228.8,44.4
Punjab,1912,536.4,58.5,38.3,418.9,20.7
Punjab,1913,561.2,59.6,100.9,380.1,20.6
Punjab,1914,794.4,46.7,77.7,618.5,51.5
Punjab,1915,421.7,88.5,61.9,249.6,21.7
Punjab,1916,588.4,23.7,15.4,527.6,21.6
Punjab,1917,1126.7,9.6,115.7,835.5,165.9
Punjab,1918,339.6,4.4,100.5,226.5,8.3
Punjab,1919,549.9,93.7,27.9,391.7,36.5
Punjab,1920,383.1,44,41.9,295.3,1.9
Punjab,1921,370.4,23.2,2.5,297.2,47.6
Punjab,1922,513.6,37.8,7.7,432.1,36
Punjab,1923,737.9,99.4,50.2,536,52.3
Punjab,1924,590.8,81.4,21.3,452.1,36
Punjab,1925,629.6,20.2,29.8,562.3,17.3
Punjab,1926,607.3,21.6,101.2,478.7,5.8
Punjab,1927,481,40.5,40.4,364.7,35.5
Punjab,1928,437.1,46.9,19.2,306.1,64.9
Punjab,1929,423,10,13.2,329,70.8
Punjab,1930,557.2,52.5,27.1,462.4,15.1
Punjab,1931,588.6,39.6,42.5,484.2,22.3
Punjab,1932,490.3,32.2,47.7,378.7,31.6
Punjab,1933,860.6,32.6,68.6,747.2,12.2
Punjab,1934,429.2,20,46,353.3,9.9
Punjab,1935,598.2,114.5,59.1,401.9,22.6
Punjab,1936,626.4,60.1,33.7,498.4,34.3
Punjab,1937,571.1,101.8,60.8,374.7,33.8
Punjab,1938,430.9,99.7,14.3,306.4,10.5
Punjab,1939,403.7,67.2,67.2,266.8,2.6
Punjab,1940,532.2,81.9,23,426.6,0.7
Punjab,1941,506.3,63.8,28.6,394,19.9
Punjab,1942,871.6,84.4,48.4,693.9,44.9
Punjab,1943,422.3,57.4,25.5,338.9,0.6
Punjab,1944,626.9,86.9,96.7,418.7,24.7
Punjab,1945,805.3,71.4,33.6,693.6,6.7
Punjab,1946,478.1,18.7,30.6,350.5,78.3
Punjab,1947,600.9,37.7,14.8,509.1,39.3
Punjab,1948,620.2,73,75.3,454.8,17.2
Punjab,1949,584.9,67.7,19.8,491.5,5.9
Punjab,1950,992,78.5,60.5,852.4,0.6
Punjab,1951,499.5,28.2,85.3,347.6,38.3
Punjab,1952,565.9,40.1,41.1,480.8,4
Punjab,1953,611.5,48.6,10.4,542.3,10.2
Punjab,1954,633.2,123,11.9,481.6,16.6
Punjab,1955,973.9,36.5,64,500.6,372.8
Punjab,1956,750.4,28.4,51.2,525.3,145.6
Punjab,1957,710.5,109.1,47.9,490.5,63.1
Punjab,1958,828,13,11.7,714.8,88.5
Punjab,1959,699.8,64.7,35.2,553.5,46.4
Punjab,1960,606.9,14.3,42,529.9,20.8
Punjab,1961,690.1,91.2,21.8,545.4,31.7
Punjab,1962,769.3,53.8,52.1,641.5,22
Punjab,1963,476.2,14.9,50,390,21.3
Punjab,1964,708.8,16.7,28.2,654.3,9.6
Punjab,1965,423.2,37,70.9,300,15.3
Punjab,1966,638.2,39.1,59.6,527.5,11.9
Punjab,1967,680.4,13.3,87.8,485.6,93.6
Punjab,1968,536.2,55.2,36.4,424.6,20
Punjab,1969,494.8,35.9,53.6,400.5,4.9
Punjab,1970,650.6,60.7,20.3,565.3,4.2
Punjab,1971,748,47.2,57.6,633.5,9.6
Punjab,1972,470.9,40.9,17.4,375.1,37.5
Punjab,1973,743.1,58.4,51.2,581.5,51.9
Punjab,1974,356.2,5.1,11.3,323.4,16.3
Punjab,1975,705.9,41.4,24.7,634.5,5.3
Punjab,1976,794.7,82.8,44.6,662.2,5
Punjab,1977,712.6,38.2,80,566.4,28
Punjab,1978,720.6,34.2,69.7,605.8,10.9
Punjab,1979,464,97.8,74.8,276.5,14.9
Punjab,1980,661.7,31.7,29.3,531.6,69.1
Punjab,1981,503.7,68.7,65.5,318.5,51
Punjab,1982,571.3,63.5,194.6,276.9,36.3
Punjab,1983,751.1,92,188.8,456.3,13.9
Punjab,1984,710.5,69.6,24.5,610.7,5.7
Punjab,1985,752.9,5.7,31,620.4,95.8
Punjab,1986,611.9,42.8,75.7,456.7,36.7
Punjab,1987,409.6,54,136.4,181.5,37.6
Punjab,1988,1222.6,27.5,93.3,1067.2,34.6
Punjab,1989,480.3,49.8,24.2,376.2,30.1
Punjab,1990,754.7,59.7,50.7,602,42.2
Punjab,1991,475.9,39.9,61.7,346.3,28
Punjab,1992,478.2,73,22.7,365.7,16.8
Punjab,1993,583.1,21.2,52.3,507.2,2.4
Punjab,1994,580.9,50.9,16.5,508,5.5
Punjab,1995,869.1,106.8,27.3,732,2.9
Punjab,1996,589.7,71.6,25.5,473,19.6
Punjab,1997,690.1,19.9,75.1,485.1,110
Punjab,1998,588.6,58.7,47.3,432.6,50.1
Punjab,1999,364.4,49,26.8,287.9,0.7
Punjab,2000,405.3,52,23.5,326.9,2.9
Punjab,2001,441,10.1,67.5,357.1,6.2
Punjab,2002,274.7,9,31,228.4,6.3
Punjab,2003,424.6,67,26.2,324.3,7.1
Punjab,2004,351.7,38,42.7,234,37
Punjab,2005,552,96.1,42.2,413.4,0.4
Punjab,2006,647.7,18.7,79.5,504.8,44.7
Punjab,2007,594.8,70,64.1,448.6,12.1
Punjab,2008,717.1,16.1,60.3,629.3,11.4
Punjab,2009,361.2,23.9,30.1,300.1,7.1
Punjab,2010,451.5,17.6,8.6,395.1,30.2
Punjab,2011,705.2,39.2,44.9,617.5,3.6
Punjab,2012,493.6,65.8,34.7,379.6,13.6
Punjab,2013,586.6,59.4,18.6,479.7,28.9
Punjab,2014,382.7,41.9,75.5,244.6,20.7
Punjab,2015,510.8,49,115,336.3,10.5
Punjab,2016,444,12.5,60.2,367.9,3.4
Punjab,2017,497.5,45.5,39.1,390.1,22.9
Himachal Pradesh,1901,1345.1,312.3,183.8,825.9,23
Himachal Pradesh,1902,951.6,33.6,241.9,650,26.1
Himachal Pradesh,1903,993.3,97.9,293.7,554.2,47.4
Himachal Pradesh,1904,987.6,101.7,270,515,100.9
Himachal Pradesh,1905,930.2,158.1,249.8,486.6,35.6
Himachal Pradesh,1906,1317.5,188,124.7,986,18.8
Himachal Pradesh,1907,875.4,269.4,252.1,338.9,14.9
Himachal Pradesh,1908,987.6,114.5,237.6,602.9,32.6
Himachal Pradesh,1909,1077,193,76.1,740.4,67.5
Himachal Pradesh,1910,1406.9,98.8,138.4,1071.4,98.3
Himachal Pradesh,1911,1333.8,268.1,321.3,639.5,104.9
Himachal Pradesh,1912,1207.6,130.3,170.1,867.9,39.3
Himachal Pradesh,1913,1119.3,147.9,222.5,662.7,86.2
Himachal Pradesh,1914,1735.9,104.7,292.4,1192.8,146.1
Himachal Pradesh,1915,1236.8,162.6,176,854.8,43.4
Himachal Pradesh,1916,1172.1,85.7,110.8,888.5,87.1
Himachal Pradesh,1917,1703.6,50.5,304.5,1151.5,197.1
Himachal Pradesh,1918,984.7,43.4,288.9,566.6,85.8
Himachal Pradesh,1919,1213.1,188.6,179.4,791.7,53.3
Himachal Pradesh,1920,1084.8,111.1,268.3,684.7,20.7
Himachal Pradesh,1921,1311.2,108.7,70.6,968,164
Himachal Pradesh,1922,1718.6,164.1,169,1314.7,70.9
Himachal Pradesh,1923,1620.9,264.6,171.1,1021.9,163.2
Himachal Pradesh,1924,1660.7,185.3,176.3,1210,89
Himachal Pradesh,1925,1509.3,147.8,185.5,1054.3,121.6
Himachal Pradesh,1926,1450,101.5,380.5,924.3,43.7
Himachal Pradesh,1927,1435,150,178.8,1043.1,63.1
Himachal Pradesh,1928,1308.9,241.9,157.2,756,153.8
Himachal Pradesh,1929,1424.7,161.2,90.5,939.6,233.3
Himachal Pradesh,1930,1305.5,163,168.6,930,43.9
Himachal Pradesh,1931,1266.3,208.1,179,830.7,48.5
Himachal Pradesh,1932,1418.9,95.9,140.7,1098.3,84.1
Himachal Pradesh,1933,1240.4,153.8,244.3,782.2,60.2
Himachal Pradesh,1934,982.1,104.7,182.5,623.2,71.7
Himachal Pradesh,1935,1027.9,210.1,162.3,578.5,77.1
Himachal Pradesh,1936,1158,122.7,221.9,716.2,97.1
Himachal Pradesh,1937,1465,198.3,149.1,952.3,165.2
Himachal Pradesh,1938,927.5,299.8,98.1,510.4,19.2
Himachal Pradesh,1939,877.8,168.7,155,523.2,30.9
Himachal Pradesh,1940,1088.6,144,186.2,730.4,28
Himachal Pradesh,1941,895.5,93.9,162.3,589.9,49.5
Himachal Pradesh,1942,1328.3,231.6,186.4,842.7,67.6
Himachal Pradesh,1943,1223.1,197.2,249.6,763,13.3
Himachal Pradesh,1944,1128.8,220.8,174.2,635.3,98.5
Himachal Pradesh,1945,1646.9,206.3,210.4,1182,48.2
Himachal Pradesh,1946,1539,131,176.5,1041.9,189.6
Himachal Pradesh,1947,1313.2,116.2,119.4,1005.7,71.9
Himachal Pradesh,1948,1758.7,218.5,443.2,1007.5,89.5
Himachal Pradesh,1949,1310.9,168,161.7,961.5,19.7
Himachal Pradesh,1950,1684.4,278,271.7,1125.6,9.2
Himachal Pradesh,1951,1238.5,181.7,266.8,690,100
Himachal Pradesh,1952,1263.7,169.2,293.4,742.8,58.2
Himachal Pradesh,1953,1425.7,201.1,221.8,919.1,83.7
Himachal Pradesh,1954,1717.6,468.3,152.4,1026.4,70.5
Himachal Pradesh,1955,1919.2,207,343.8,939,429.4
Himachal Pradesh,1956,1541.6,141.2,291.4,791.9,317.1
Himachal Pradesh,1957,1822.7,218.9,432.2,917.9,253.8
Himachal Pradesh,1958,1572.3,106.4,199.4,1017.9,248.6
Himachal Pradesh,1959,1640.3,379.2,190.8,933.8,136.5
Himachal Pradesh,1960,1115.1,83.6,221.1,733.3,77.2
Himachal Pradesh,1961,1515.5,311,207.1,876.3,121
Himachal Pradesh,1962,1393.5,147.9,240.9,888.6,116.1
Himachal Pradesh,1963,1354.5,71.3,297.9,854,131.3
Himachal Pradesh,1964,1354.1,235.5,268.2,809.1,41.4
Himachal Pradesh,1965,1220.4,261.6,441.4,460.4,57
Himachal Pradesh,1966,1371,145.3,251.2,888.9,85.6
Himachal Pradesh,1967,1558.5,129.9,260.9,994.5,173.2
Himachal Pradesh,1968,1168.2,302.6,176.6,573.8,115.2
Himachal Pradesh,1969,1127.6,144.6,314.1,656.6,12.3
Himachal Pradesh,1970,1082.5,155.4,88.6,831.4,7.1
Himachal Pradesh,1971,1275.1,129.6,143.1,973.7,28.6
Himachal Pradesh,1972,842.3,132,158.4,445.5,106.4
Himachal Pradesh,1973,955.2,197.3,124.1,567.1,66.6
Himachal Pradesh,1974,776.1,119.6,100,480.2,76.3
Himachal Pradesh,1975,1054.1,262.5,186.8,587.9,16.8
Himachal Pradesh,1976,1179.3,172.2,205.7,765,36.4
Himachal Pradesh,1977,1245,90.2,197.6,859.3,97.9
Himachal Pradesh,1978,1371.2,166.3,242.5,873.9,88.4
Himachal Pradesh,1979,1021,285.2,274.4,390.7,70.7
Himachal Pradesh,1980,1155,170.4,126.4,765.3,93
Himachal Pradesh,1981,1147.1,210.8,283.4,563.3,89.6
Himachal Pradesh,1982,1423,335,527.6,420.4,140
Himachal Pradesh,1983,1189.6,189.3,385.5,551.6,63.2
Himachal Pradesh,1984,968.3,158.8,122,613.3,74.2
Himachal Pradesh,1985,1193.9,93.4,156.1,726.1,218.3
Himachal Pradesh,1986,1322.6,126.6,363.7,626.6,205.6
Himachal Pradesh,1987,1035.6,152.7,424.2,369.6,89.1
Himachal Pradesh,1988,1881.1,169.8,420.4,1160.3,130.6
Himachal Pradesh,1989,1177.2,173.5,221.2,663,119.6
Himachal Pradesh,1990,1462.7,197.4,332,767,166.3
Himachal Pradesh,1991,1104.8,167.1,294.8,595.6,47.4
Himachal Pradesh,1992,1383.1,199.7,320.1,832.2,31.1
Himachal Pradesh,1993,1128.3,178.8,241.5,690,18
Himachal Pradesh,1994,1410.2,213.4,225.8,884.8,86.2
Himachal Pradesh,1995,1493.9,201.5,226.7,1028.6,37.1
Himachal Pradesh,1996,1384.4,236.4,231.6,871.1,45.3
Himachal Pradesh,1997,1454.5,109.3,223.8,881,240.3
Himachal Pradesh,1998,1381.6,147.3,252.3,854.3,127.7
Himachal Pradesh,1999,1144.9,163.5,138.8,804.8,37.8
Himachal Pradesh,2000,1068.4,237.2,173.7,640,17.5
Himachal Pradesh,2001,991.8,66.2,240,622.5,63.1
Himachal Pradesh,2002,990.4,203.2,287.9,486.6,12.8
Himachal Pradesh,2003,1034.5,156.1,201.9,613.3,63.2
Himachal Pradesh,2004,878.5,129.3,118.3,467.5,163.5
Himachal Pradesh,2005,1248.5,370.7,230.9,640.3,6.6
Himachal Pradesh,2006,1218.4,140.7,250,732.1,95.6
Himachal Pradesh,2007,1034.5,122.3,225.9,631,55.4
Himachal Pradesh,2008,1114.2,193.1,93.6,749.4,78
Himachal Pradesh,2009,956.5,100.7,188.2,550.3,117.2
Himachal Pradesh,2010,1259.4,122.1,186.8,851.2,99.4
Himachal Pradesh,2011,1108.3,141.3,157.3,796.6,13.2
Himachal Pradesh,2012,951.6,143.5,93.7,686.3,28.1
Himachal Pradesh,2013,1211.9,262.5,138.1,748.2,63.2
Himachal Pradesh,2014,1008.7,194.5,254.6,486.6,73
Himachal Pradesh,2015,1210.5,223.9,322.3,607.2,57.2
Himachal Pradesh,2016,921.5,57.2,232.1,624.8,7.5
Himachal Pradesh,2017,1182.2,204,207.3,715.7,55.2
Jammu & Kashmir,1901,979.9,135.6,307.6,508.2,28.5
Jammu & Kashmir,1902,760.5,16.2,262.5,420.9,60.9
Jammu & Kashmir,1903,1286.6,117.7,354.6,746.9,67.5
Jammu & Kashmir,1904,982.2,128,277.5,402.7,174
Jammu & Kashmir,1905,1157.7,223,298.4,539.7,96.7
Jammu & Kashmir,1906,1193.1,241.4,255.9,653.6,42.1
Jammu & Kashmir,1907,1069.6,295.4,340.2,416.3,17.8
Jammu & Kashmir,1908,1227.3,137.7,269.1,724.3,96.2
Jammu & Kashmir,1909,1339.9,241.2,147.2,822.9,128.7
Jammu & Kashmir,1910,1109.4,208.7,198.3,635.4,67.1
Jammu & Kashmir,1911,1280.2,397.1,357.2,389,136.9
Jammu & Kashmir,1912,936.7,209.5,271.4,382.5,73.3
Jammu & Kashmir,1913,1000.2,210.3,230.4,449.6,109.8
Jammu & Kashmir,1914,1692.1,276.7,400.9,718.6,295.9
Jammu & Kashmir,1915,963.9,265.8,260.2,388.4,49.5
Jammu & Kashmir,1916,1034.3,196.8,195.3,600.6,41.6
Jammu & Kashmir,1917,1386.1,97.8,305.6,776.7,206
Jammu & Kashmir,1918,916.5,53.5,447.6,292,123.4
Jammu & Kashmir,1919,1189.2,285.9,244.4,530.4,128.5
Jammu & Kashmir,1920,889.9,209.2,360.4,267.5,52.8
Jammu & Kashmir,1921,1057.6,211.9,127.1,469.5,249.2
Jammu & Kashmir,1922,890.8,148.5,176.3,476.1,89.8
Jammu & Kashmir,1923,1264.3,349.2,303.5,478.3,133.3
Jammu & Kashmir,1924,1182.2,307.9,311.5,449.5,113.4
Jammu & Kashmir,1925,1013.3,177.3,222.7,528.2,85.2
Jammu & Kashmir,1926,1123.6,114.4,398.3,574,36.9
Jammu & Kashmir,1927,973.1,202,216.6,502.2,52.3
Jammu & Kashmir,1928,1291,335.1,253.4,460.6,241.9
Jammu & Kashmir,1929,1102.7,187.6,135.9,530.2,249
Jammu & Kashmir,1930,1168,317.9,376.9,421.1,52.2
Jammu & Kashmir,1931,955,267.1,191.7,439.1,57.2
Jammu & Kashmir,1932,1039.4,202.1,242.6,499.2,95.5
Jammu & Kashmir,1933,1187.7,241.4,325.4,558.5,62.4
Jammu & Kashmir,1934,803.1,137.3,204.1,382.7,79
Jammu & Kashmir,1935,1085.5,289,295.6,412.8,88.1
Jammu & Kashmir,1936,1140.8,228.8,326.3,454.4,131.3
Jammu & Kashmir,1937,939.6,227.8,191.2,296.2,224.4
Jammu & Kashmir,1938,1061.7,377.3,223.7,389.6,71
Jammu & Kashmir,1939,1003.5,310.2,268.1,366.7,58.6
Jammu & Kashmir,1940,878.3,157.8,249.8,434.3,36.4
Jammu & Kashmir,1941,871.6,134.2,191,428.1,118.3
Jammu & Kashmir,1942,1239.8,324.6,213.3,590.2,111.7
Jammu & Kashmir,1943,1167.7,283.1,364.6,485.5,34.5
Jammu & Kashmir,1944,1051,257.4,197.7,465.5,130.4
Jammu & Kashmir,1945,856.2,154.7,277.8,377.8,45.8
Jammu & Kashmir,1946,922.3,126.2,145.6,431.7,218.8
Jammu & Kashmir,1947,914,146.6,135.3,529.2,102.9
Jammu & Kashmir,1948,1183.1,181.6,325.9,587.8,87.9
Jammu & Kashmir,1949,946.9,295.3,241.6,337.5,72.4
Jammu & Kashmir,1950,1523.1,463.9,290.2,749.8,19.2
Jammu & Kashmir,1951,963,206.6,305.3,369.8,81.3
Jammu & Kashmir,1952,1069.6,182.3,305,489.6,92.6
Jammu & Kashmir,1953,1229.6,182,225.4,699.1,123.1
Jammu & Kashmir,1954,1307.1,559,150.5,531.4,66.2
Jammu & Kashmir,1955,1156.4,62.8,302.2,599.3,192
Jammu & Kashmir,1956,1520.8,200.3,314.5,811.6,194.4
Jammu & Kashmir,1957,1520.3,328.7,478,450.4,263.1
Jammu & Kashmir,1958,1350.4,124.5,308.6,782.5,134.8
